Scenario - demo_task
Logfile written - synthetic

Subject	Trial	Event Type	Code	Time	TTime	Uncertainty	Duration
1	23	Picture	iti	863658	0	1	30000
1	24	Pulse	99	893658	1	1	
1	24	Picture	cue	893788	0	1	5000
1	24	Picture	probe	898815	0	1	20000
1	24	Response	6	903531	4716	1	
1	25	Picture	iti	924700	0	1	30000
1	26	Pulse	99	954700	1	1	
1	26	Picture	cue	954778	0	1	5000
1	26	Picture	probe	959958	0	1	20000
1	26	Response	7	966222	6264	1	
1	27	Picture	iti	1005859	0	1	30000
1	28	Pulse	99	1035859	1	1	
1	28	Picture	cue	1036024	0	1	5000
1	28	Picture	probe	1041067	0	1	20000
1	28	Response	4	1047608	6541	1	
1	29	Picture	iti	1085490	0	1	30000
1	30	Picture	cue	1115630	0	1	5000
1	30	Picture	probe	1120689	0	1	20000
1	30	Response	5	1127469	6780	1	
1	31	Picture	iti	1166602	0	1	30000
1	32	Pulse	99	1196602	1	1	
1	32	Picture	cue	1196670	0	1	5000
1	32	Picture	probe	1201838	0	1	20000
1	32	Response	7	1208524	6686	1	
1	33	Picture	iti	1232959	0	1	30000
1	34	Pulse	99	1262959	1	1	
1	34	Picture	cue	1263102	0	1	5000
1	34	Picture	probe	1268154	0	1	20000
1	34	Response	3	1274603	6449	1	
1	35	Picture	iti	1310567	0	1	30000
1	36	Picture	cue	1340712	0	1	5000
1	36	Picture	probe	1345853	0	1	20000
1	36	Response	5	1350280	4427	1	
1	37	Picture	iti	1384059	0	1	30000
1	38	Pulse	99	1414059	1	1	
1	38	Picture	cue	1414196	0	1	5000
1	38	Picture	probe	1419334	0	1	20000
1	38	Response	7	1425773	6439	1	
1	39	Picture	iti	1456823	0	1	30000
1	40	Pulse	99	1486823	1	1	
1	40	Picture	cue	1486830	0	1	5000
1	40	Picture	probe	1491888	0	1	20000
1	40	Response	3	1497309	5421	1	
1	41	Picture	iti	1535565	0	1	30000
1	42	Picture	cue	1565630	0	1	5000
1	42	Picture	probe	1570638	0	1	20000
1	42	Response	3	1576782	6144	1	
1	43	Picture	iti	1599709	0	1	30000
1	44	Picture	cue	1629824	0	1	5000
1	44	Picture	probe	1634827	0	1	20000
1	44	Response	7	1641050	6223	1	
1	45	Picture	iti	1667299	0	1	30000
1	46	Pulse	99	1697299	1	1	
1	46	Picture	cue	1697316	0	1	5000
1	46	Picture	probe	1702358	0	1	20000
1	46	Response	7	1710255	7897	1	
1	47	Picture	iti	1735964	0	1	30000
1	48	Picture	cue	1766129	0	1	5000
1	48	Picture	probe	1771311	0	1	20000
1	48	Response	3	1777193	5882	1	
1	49	Picture	iti	1798167	0	1	30000
1	50	Pulse	99	1828167	1	1	
1	50	Picture	cue	1828254	0	1	5000
1	50	Picture	probe	1833361	0	1	20000
1	50	Response	5	1837845	4484	1	
1	51	Picture	iti	1861608	0	1	30000
1	52	Pulse	99	1891608	1	1	
1	52	Picture	cue	1891794	0	1	5000
1	52	Picture	probe	1896924	0	1	20000
1	52	Response	3	1905293	8369	1	
1	53	Picture	iti	1932878	0	1	30000
1	54	Pulse	99	1962878	1	1	
1	54	Picture	cue	1962915	0	1	5000
1	54	Picture	probe	1967924	0	1	20000
1	54	Response	4	1974013	6089	1	
1	55	Picture	iti	2008816	0	1	30000
1	56	Picture	cue	2038989	0	1	5000
1	56	Picture	probe	2044098	0	1	20000
1	56	Response	7	2051499	7401	1	
1	57	Picture	iti	2086472	0	1	30000
1	58	Pulse	99	2116472	1	1	
1	58	Picture	cue	2116638	0	1	5000
1	58	Picture	probe	2121645	0	1	20000
1	58	Response	7	2132967	11322	1	
1	59	Picture	iti	2163693	0	1	30000
1	60	Picture	cue	2193802	0	1	5000
1	60	Picture	probe	2198817	0	1	20000
1	60	Response	3	2206192	7375	1	
1	61	Picture	iti	2236431	0	1	30000
1	62	Pulse	99	2266431	1	1	
1	62	Picture	cue	2266450	0	1	5000
1	62	Picture	probe	2271529	0	1	20000
1	62	Response	5	2278912	7383	1	
1	63	Picture	iti	2304296	0	1	30000
1	64	Pulse	99	2334296	1	1	
1	64	Picture	cue	2334360	0	1	5000
1	64	Picture	probe	2339393	0	1	20000
1	65	Picture	iti	2380635	0	1	30000
1	66	Pulse	99	2410635	1	1	
1	66	Picture	cue	2410690	0	1	5000
1	66	Picture	probe	2415835	0	1	20000
1	66	Response	7	2424044	8209	1	
1	67	Picture	iti	2460918	0	1	30000
1	68	Pulse	99	2490918	1	1	
1	68	Picture	cue	2490969	0	1	5000
1	68	Picture	probe	2496057	0	1	20000
1	68	Response	7	2499349	3292	1	
1	69	Picture	iti	2533735	0	1	30000
1	70	Pulse	99	2563735	1	1	
1	70	Picture	cue	2563861	0	1	5000
1	70	Picture	probe	2568887	0	1	20000
1	70	Response	3	2573744	4857	1	
1	71	Picture	iti	2604604	0	1	30000
1	72	Picture	cue	2634706	0	1	5000
1	72	Picture	probe	2639778	0	1	20000
1	73	Picture	iti	2686359	0	1	30000
1	74	Picture	cue	2716503	0	1	5000
1	74	Picture	probe	2721703	0	1	20000
1	74	Response	6	2729561	7858	1	
1	75	Picture	iti	2756741	0	1	30000
1	76	Pulse	99	2786741	1	1	
1	76	Picture	cue	2786765	0	1	5000
1	76	Picture	probe	2791862	0	1	20000
1	76	Response	7	2796291	4429	1	
1	77	Picture	iti	2832367	0	1	30000
1	78	Picture	cue	2862503	0	1	5000
1	78	Picture	probe	2867563	0	1	20000
1	78	Response	3	2877158	9595	1	
1	79	Picture	iti	2900132	0	1	30000
1	80	Pulse	99	2930132	1	1	
1	80	Picture	cue	2930174	0	1	5000
1	80	Picture	probe	2935311	0	1	20000
1	80	Response	5	2941951	6640	1	
1	81	Picture	iti	2974213	0	1	30000
1	82	Pulse	99	3004213	1	1	
1	82	Picture	cue	3004242	0	1	5000
1	82	Picture	probe	3009316	0	1	20000
1	82	Response	7	3013383	4067	1	
1	83	Picture	iti	3049599	0	1	30000
1	84	Pulse	99	3079599	1	1	
1	84	Picture	cue	3079740	0	1	5000
1	84	Picture	probe	3084937	0	1	20000
1	84	Response	4	3092118	7181	1	
1	85	Picture	iti	3116414	0	1	30000
1	86	Pulse	99	3146414	1	1	
1	86	Picture	cue	3146571	0	1	5000
1	86	Picture	probe	3151721	0	1	20000
1	86	Response	6	3158392	6671	1	
1	87	Picture	iti	3181103	0	1	30000
1	88	Pulse	99	3211103	1	1	
1	88	Picture	cue	3211160	0	1	5000
1	88	Picture	probe	3216304	0	1	20000
1	88	Response	7	3222407	6103	1	
1	89	Picture	iti	3260114	0	1	30000
1	90	Picture	cue	3290231	0	1	5000
1	90	Picture	probe	3295301	0	1	20000
1	90	Response	3	3305568	10267	1	
1	91	Picture	iti	3335458	0	1	30000
1	92	Pulse	99	3365458	1	1	
1	92	Picture	cue	3365629	0	1	5000
1	92	Picture	probe	3370632	0	1	20000
1	92	Response	3	3379939	9307	1	
1	93	Picture	iti	3406296	0	1	30000
1	94	Pulse	99	3436296	1	1	
1	94	Picture	cue	3436446	0	1	5000
1	94	Picture	probe	3441553	0	1	20000
1	94	Response	6	3450531	8978	1	
1	95	Picture	iti	3476215	0	1	30000
1	96	Picture	cue	3506255	0	1	5000
1	96	Picture	probe	3511445	0	1	20000
1	96	Response	7	3513672	2227	1	
1	97	Picture	iti	3543506	0	1	30000
1	98	Pulse	99	3573506	1	1	
1	98	Picture	cue	3573688	0	1	5000
1	98	Picture	probe	3578810	0	1	20000
1	98	Response	4	3587156	8346	1	
1	99	Picture	iti	3617757	0	1	30000
1	100	Pulse	99	3647757	1	1	
1	100	Picture	cue	3647759	0	1	5000
1	100	Picture	probe	3652834	0	1	20000
1	100	Response	6	3658568	5734	1	
1	101	Picture	iti	3680831	0	1	30000
1	102	Pulse	99	3710831	1	1	
1	102	Picture	cue	3710912	0	1	5000
1	102	Picture	probe	3716065	0	1	20000
1	102	Response	3	3724187	8122	1	
1	103	Picture	iti	3752581	0	1	30000
1	104	Pulse	99	3782581	1	1	
1	104	Picture	cue	3782739	0	1	5000
1	104	Picture	probe	3787938	0	1	20000
1	104	Response	5	3791789	3851	1	
1	105	Picture	iti	3820478	0	1	30000
1	106	Pulse	99	3850478	1	1	
1	106	Picture	cue	3850531	0	1	5000
1	106	Picture	probe	3855609	0	1	20000
1	106	Response	5	3861377	5768	1	
1	107	Picture	iti	3884243	0	1	30000
1	108	Picture	cue	3914265	0	1	5000
1	108	Picture	probe	3919457	0	1	20000
1	108	Response	4	3924464	5007	1	
1	109	Picture	iti	3957459	0	1	30000
1	110	Picture	cue	3987469	0	1	5000
1	110	Picture	probe	3992552	0	1	20000
1	110	Response	7	3996942	4390	1	
1	111	Picture	iti	4027064	0	1	30000
1	112	Pulse	99	4057064	1	1	
1	112	Picture	cue	4057089	0	1	5000
1	112	Picture	probe	4062228	0	1	20000
1	112	Response	4	4069008	6780	1	
1	113	Picture	iti	4089875	0	1	30000
1	114	Picture	cue	4119977	0	1	5000
1	114	Picture	probe	4124995	0	1	20000
1	114	Response	3	4130755	5760	1	
1	115	Picture	iti	4153416	0	1	30000
1	116	Pulse	99	4183416	1	1	
1	116	Picture	cue	4183418	0	1	5000
1	116	Picture	probe	4188492	0	1	20000
1	116	Response	4	4193709	5217	1	
1	117	Picture	iti	4217216	0	1	30000
1	118	Pulse	99	4247216	1	1	
1	118	Picture	cue	4247299	0	1	5000
1	118	Picture	probe	4252318	0	1	20000
1	118	Response	4	4260385	8067	1	
1	119	Picture	iti	4286469	0	1	30000
1	120	Picture	cue	4316505	0	1	5000
1	120	Picture	probe	4321586	0	1	20000
1	120	Response	7	4327223	5637	1	
